"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","Class"
"22",0.463354725341438,0.46335472549531,0.463354720682268,0.463354716653186,0.463354734817921,0.463354729017979,0.463354719236735,0.463354717937691,0.463354729303196,0.463354725341438,0.463354727380031,0.463354717937691,0.463354733353466,0.463354729017979,0.463354729017979,0.463354733353466,0.463354717937691,0.463354727380031,0.629613824790877,0.62961382484719,0.629613823086219,0.629613821612081,0.62961382825808,0.629613826136046,0.629613822557336,0.62961382208205,0.629613826240407,0.629613824790877,0.629613825536762,0.62961382208205,0.629613827722275,0.629613826136046,0.629613826136046,0.629613827722275,0.62961382208205,0.629613825536762,0.544038969057967,0.544038969238724,0.544038963584582,0.544038958851429,0.544038980190477,0.544038973376989,0.544038961886439,0.544038960360408,0.544038973712044,0.544038969057967,0.544038971452805,0.544038960360408,0.544038978470112,0.544038973376989,0.544038973376989,0.544038978470112,0.544038960360408,0.544038971452805,0.75987743545758,0.759877435543763,0.759877432847537,0.759877430590493,0.759877440766248,0.759877437517143,0.759877432037769,0.759877431310056,0.759877437676922,0.75987743545758,0.759877436599575,0.759877431310056,0.759877439945848,0.759877437517143,0.759877437517143,0.759877439945848,0.759877431310056,0.759877436599575,0.844963026478319,0.947688062432272,0.919835870381888,0.815317778756986,0.707823377914036,0
"24",0.464467004114367,0.464467004268366,0.464466999451118,0.464466995418526,0.464467013599121,0.464467007794111,0.464466998004325,0.464466996704157,0.464467008079578,0.464467004114367,0.464467006154737,0.464466996704157,0.464467012133385,0.464467007794111,0.464467007794111,0.464467012133385,0.464466996704157,0.464467006154737,0.630723625041593,0.630723625097763,0.630723623340913,0.630723621870218,0.630723628500686,0.630723626383598,0.630723622813256,0.630723622339089,0.63072362648771,0.630723625041593,0.630723625785719,0.630723622339089,0.630723627966137,0.630723626383598,0.630723626383598,0.630723627966137,0.630723622339089,0.630723625785719,0.545652867918398,0.545652868099726,0.545652862427696,0.545652857679545,0.545652879086159,0.545652872251089,0.545652860724179,0.545652859193306,0.54565287258721,0.545652867918398,0.545652870320826,0.545652859193306,0.54565287736034,0.545652872251089,0.545652872251089,0.54565287736034,0.545652859193306,0.545652870320826,0.762591199164604,0.762591199251475,0.762591196533891,0.762591194258965,0.762591204515291,0.762591201240478,0.762591195717699,0.762591194984235,0.762591201401523,0.762591199164604,0.762591200315642,0.762591194984235,0.762591203688421,0.762591201240478,0.762591201240478,0.762591203688421,0.762591194984235,0.762591200315642,0.844929574526966,0.956488743479102,0.924231996159816,0.81744830220955,0.707856829782206,0
"25",0.455187999525452,0.455187999676781,0.455187994943448,0.455187990981142,0.455188008844946,0.455188003141097,0.455187993521843,0.455187992244346,0.455188003421571,0.455187999525452,0.455188001530248,0.455187992244346,0.455188007404734,0.455188003141097,0.455188003141097,0.455188007404734,0.455187992244346,0.455188001530248,0.617215142591758,0.617215142645795,0.617215140954483,0.617215139538648,0.617215145921925,0.617215143883762,0.617215140446516,0.617215139990041,0.617215143983925,0.617215142591758,0.617215143308123,0.617215139990041,0.617215145407317,0.617215143883762,0.617215143883762,0.617215145407317,0.617215139990041,0.617215143308123,0.543235822115249,0.543235822295622,0.543235816653964,0.543235811931249,0.54323583322326,0.543235826424694,0.543235814959515,0.543235813436865,0.54323582675908,0.543235822115249,0.543235824504852,0.543235813436865,0.543235831506614,0.543235826424694,0.543235826424694,0.543235831506614,0.543235813436865,0.543235824504852,0.757930192051619,0.757930192136785,0.757930189473674,0.757930187244218,0.757930197295253,0.757930194085957,0.757930188673861,0.757930187954956,0.757930194243827,0.757930192051619,0.757930193179709,0.757930187954956,0.757930196484917,0.757930194085957,0.757930194085957,0.757930196484917,0.757930187954956,0.757930193179709,0.862203339005886,0.973680409772539,0.908586288968051,0.800645462949772,0.690583065535085,0
"26",0.451137075910569,0.451137076060753,0.451137071362617,0.451137067429734,0.451137085160841,0.451137079499334,0.451137069951564,0.45113706868355,0.45113707977777,0.451137075910569,0.451137077900484,0.45113706868355,0.451137083731336,0.451137079499334,0.451137079499334,0.451137083731336,0.45113706868355,0.451137077900484,0.611444237823247,0.611444237876472,0.611444236210901,0.611444234816626,0.611444241102676,0.611444239095563,0.611444235710648,0.611444235261145,0.611444239194258,0.611444237823247,0.611444238528708,0.611444235261145,0.611444240595879,0.611444239095563,0.611444239095563,0.611444240595879,0.611444235261145,0.611444238528708,0.541927835510363,0.541927835690213,0.541927830064682,0.541927825355427,0.541927846586577,0.541927839807514,0.541927828375086,0.541927826856788,0.541927840140896,0.541927835510363,0.541927837893117,0.541927826856788,0.541927844874888,0.541927839807514,0.541927839807514,0.541927844874888,0.541927826856788,0.541927837893117,0.75546856453902,0.7554685646233,0.755468561987032,0.755468559780138,0.755468569729721,0.755468566552809,0.755468561195262,0.755468560483685,0.755468566709077,0.75546856453902,0.755468565655698,0.755468560483685,0.755468568927581,0.755468566552809,0.755468566552809,0.755468568927581,0.755468560483685,0.755468565655698,0.869412572336004,0.980660198739509,0.902173170929217,0.793579801280066,0.683373831715222,0
"27",0.45309542672999,0.453095426880824,0.453095422162615,0.453095418212929,0.453095436019772,0.453095430334087,0.453095420745548,0.453095419472107,0.453095430613702,0.45309542672999,0.453095428728404,0.453095419472107,0.45309543458415,0.453095430334087,0.453095430334087,0.45309543458415,0.453095419472107,0.453095428728404,0.614509929428779,0.614509929482635,0.614509927797922,0.614509926387624,0.614509932745831,0.614509930715668,0.614509927291933,0.614509926837255,0.614509930815527,0.614509929428779,0.614509930142361,0.614509926837255,0.614509932233209,0.614509930715668,0.614509930715668,0.614509932233209,0.614509926837255,0.614509930142361,0.541833269806689,0.541833269986524,0.541833264361203,0.541833259652153,0.541833280882427,0.541833274103702,0.541833262671707,0.541833261153458,0.541833274437029,0.541833269806689,0.541833272189333,0.541833261153458,0.54183327917083,0.541833274103702,0.541833274103702,0.54183327917083,0.541833261153458,0.541833272189333,0.755444285307757,0.755444285392153,0.755444282752127,0.755444280542109,0.75544429050582,0.7554442873244,0.755444281959229,0.755444281246662,0.755444287480859,0.755444285307757,0.755444286425991,0.755444281246662,0.755444289702521,0.7554442873244,0.7554442873244,0.755444289702521,0.755444281246662,0.755444286425991,0.864790956237627,0.972146455438578,0.903757495446415,0.79694493722599,0.68799544823895,0
"28",0.455591034043521,0.455591034194969,0.455591029458238,0.455591025493096,0.455591043369707,0.455591037661765,0.455591028035621,0.455591026757204,0.455591037942438,0.455591034043521,0.455591036049756,0.455591026757204,0.455591041928458,0.455591037661765,0.455591037661765,0.455591041928458,0.455591026757204,0.455591036049756,0.617780844311578,0.617780844365696,0.617780842672004,0.617780841254147,0.617780847646473,0.617780845605405,0.617780842163311,0.617780841706193,0.617780845705717,0.617780844311578,0.617780845028953,0.617780841706193,0.617780847131132,0.617780845605405,0.617780845605405,0.617780847131132,0.617780841706193,0.617780845028953,0.543379982621748,0.543379982802168,0.543379977158753,0.543379972434566,0.543379993733205,0.543379986932533,0.543379975463784,0.543379973940642,0.543379987267024,0.543379982621748,0.54337998501209,0.543379973940642,0.543379992016031,0.543379986932533,0.543379986932533,0.543379992016031,0.543379973940642,0.54337998501209,0.758197795913749,0.758197795999024,0.7581977933331,0.758197791101289,0.758197801162905,0.75819779795022,0.758197792532432,0.75819779181278,0.75819779810828,0.758197795913749,0.758197797043029,0.75819779181278,0.758197800351731,0.75819779795022,0.75819779795022,0.758197800351731,0.75819779181278,0.758197797043029,0.861500834604258,0.973093325351742,0.909102558759475,0.801334085607775,0.691285569908115,0
"29",0.447474016473515,0.447474016623266,0.447474011939183,0.447474008018077,0.447474025696073,0.44747402005154,0.447474010532397,0.447474009268161,0.447474020329109,0.447474016473515,0.447474018457476,0.447474009268161,0.447474024270848,0.44747402005154,0.44747402005154,0.447474024270848,0.447474009268161,0.447474018457476,0.607886711506375,0.607886711560228,0.60788670987636,0.607886708466769,0.607886714821755,0.607886712792625,0.607886709370637,0.607886708916164,0.607886712892425,0.607886711506375,0.607886712219607,0.607886708916164,0.607886714309405,0.607886712792625,0.607886712792625,0.607886714309405,0.607886708916164,0.607886712219607,0.536076217140988,0.536076217318679,0.536076211760162,0.536076207107024,0.536076228085263,0.536076221386989,0.536076210090719,0.536076208590498,0.53607622171636,0.536076217140988,0.536076219495334,0.536076208590498,0.536076226393977,0.536076221386989,0.536076221386989,0.536076226393977,0.536076208590498,0.536076219495334,0.745294956755532,0.745294956836942,0.745294954289999,0.745294952157907,0.745294961770309,0.745294958701092,0.745294953525057,0.745294952837629,0.745294958852007,0.745294956755532,0.745294957834317,0.745294952837629,0.745294960995324,0.745294958701092,0.745294958701092,0.745294960995324,0.745294952837629,0.745294957834317,0.868360778542185,0.958608351780571,0.883322983646682,0.785691277250304,0.684425625168087,0
"30",0.455444129912316,0.45544413006372,0.455444125327863,0.455444121363424,0.455444139236827,0.455444133529895,0.455444123905495,0.455444122627295,0.455444133810542,0.455444129912316,0.455444131918193,0.455444122627295,0.455444137795833,0.455444133529895,0.455444133529895,0.455444137795833,0.455444122627295,0.455444131918193,0.617620161462444,0.617620161516586,0.617620159822387,0.617620158404121,0.617620164798296,0.617620162756645,0.617620159313538,0.617620158856296,0.617620162857014,0.617620161462444,0.617620162180043,0.617620158856296,0.617620164282784,0.617620162756645,0.617620162756645,0.617620164282784,0.617620158856296,0.617620162180043,0.5431404710165,0.543140471196829,0.543140465556222,0.543140460834386,0.543140482122376,0.543140475325156,0.543140463862115,0.543140462339741,0.543140475659437,0.5431404710165,0.543140473405634,0.543140462339741,0.543140480406089,0.543140475325156,0.543140475325156,0.543140480406089,0.543140462339741,0.543140473405634,0.757768800853746,0.757768800938849,0.757768798276998,0.757768796048709,0.757768806094793,0.757768802887018,0.757768797477534,0.757768796759065,0.757768803044828,0.757768800853746,0.757768801981218,0.757768796759065,0.757768805284852,0.757768802887018,0.757768802887018,0.757768805284852,0.757768796759065,0.757768801981218,0.86140728731296,0.972919710692847,0.908271639867498,0.800730260958134,0.691379116995482,0
"31",0.440778787501653,0.440778787649044,0.440778783038492,0.44077877917891,0.440778796579447,0.440778791023504,0.440778781653777,0.440778780409398,0.440778791296729,0.440778787501653,0.440778789454476,0.440778780409398,0.440778795176591,0.440778791023504,0.440778791023504,0.440778795176591,0.440778780409398,0.440778789454476,0.596872949011321,0.596872949062573,0.596872947459105,0.596872946116792,0.596872952168435,0.596872950236156,0.596872946977507,0.596872946544737,0.596872950331191,0.596872949011321,0.596872949690484,0.596872946544737,0.596872951680539,0.596872950236156,0.596872950236156,0.596872951680539,0.596872946544737,0.596872949690484,0.538333973203593,0.538333973382035,0.538333967800468,0.538333963128082,0.538333984193175,0.538333977467153,0.538333966124137,0.538333964617691,0.538333977797915,0.538333973203593,0.538333975567696,0.538333964617691,0.538333982494892,0.538333977467153,0.538333977467153,0.538333982494892,0.538333964617691,0.538333975567696,0.748766717811643,0.748766717893637,0.748766715328564,0.748766713181292,0.748766722862114,0.748766719771065,0.748766714558162,0.74876671386586,0.748766719923079,0.748766717811643,0.748766718898134,0.74876671386586,0.748766722081628,0.748766719771065,0.748766719771065,0.748766722081628,0.74876671386586,0.748766718898134,0.887645006952433,0.989790988902128,0.886121628531328,0.776638200042006,0.665141392268773,1
"32",0.451599764212436,0.451599764363215,0.451599759647149,0.45159975569927,0.451599773497968,0.451599767814893,0.451599758230755,0.451599756957887,0.451599768094359,0.451599764212436,0.451599766209946,0.451599756957887,0.45159977206301,0.451599767814893,0.451599767814893,0.45159977206301,0.451599756957887,0.451599766209946,0.613426875057983,0.613426875112421,0.613426873410335,0.613426871985494,0.613426878409228,0.613426876358144,0.613426872899141,0.613426872439753,0.613426876459026,0.613426875057983,0.613426875778929,0.613426872439753,0.613426877891331,0.613426876358144,0.613426876358144,0.613426877891331,0.613426872439753,0.613426875778929,0.538252600756257,0.538252600934769,0.538252595350657,0.538252590676106,0.538252611750906,0.538252605021802,0.538252593673537,0.538252592166405,0.538252605352691,0.538252600756257,0.53825260312144,0.538252592166405,0.538252610051839,0.538252605021802,0.538252605021802,0.538252610051839,0.538252592166405,0.53825260312144,0.749186645780404,0.749186645863013,0.749186643278852,0.749186641115625,0.749186650868429,0.749186647754379,0.749186642502745,0.749186641805286,0.749186647907505,0.749186645780404,0.749186646874945,0.749186641805286,0.749186650082128,0.749186647754379,0.749186647754379,0.749186650082128,0.749186641805286,0.749186646874945,0.862300298373356,0.959858868090537,0.891923544518723,0.792822925370346,0.690486105383534,0
"34",0.435580447428993,0.435580447574966,0.435580443009122,0.435580439186972,0.435580456418758,0.43558045091669,0.435580441637828,0.435580440405516,0.435580451187272,0.435580447428993,0.435580449362886,0.435580440405516,0.435580455029509,0.43558045091669,0.43558045091669,0.435580455029509,0.435580440405516,0.435580449362886,0.589474350866324,0.589474350916496,0.58947434934654,0.589474348032306,0.589474353957437,0.589474352065538,0.589474348875029,0.589474348451305,0.589474352158595,0.589474350866324,0.589474351531272,0.589474348451305,0.589474353479728,0.589474352065538,0.589474352065538,0.589474353479728,0.589474348451305,0.589474351531272,0.536686007889086,0.536686008066895,0.536686002505226,0.536685997849506,0.536686018839489,0.536686012137447,0.536686000834882,0.536685999333802,0.536686012467032,0.536686007889086,0.536686010244757,0.536685999333802,0.536686017147259,0.536686012137447,0.536686012137447,0.536686017147259,0.536685999333802,0.536686010244757,0.745741989411197,0.745741989492191,0.745741986957911,0.745741984836409,0.745741994401013,0.745741991347064,0.74574198619677,0.74574198551276,0.745741991497254,0.745741989411197,0.745741990484609,0.74574198551276,0.745741993629902,0.745741991347064,0.745741991347064,0.745741993629902,0.74574198551276,0.745741990484609,0.897013400239872,0.989102577591113,0.879336612878594,0.767576397244426,0.655772998110993,1
